longitude,latitude,value_avg,depth_category,depth_mid,country_name,region,year,decade,variable
25.34333,-28.09333,2.0,Deep,61.0,South Africa,Southern Africa,1973.0,1970s,orgc
30.566667,-29.416667,3.6,Deep,65.0,South Africa,Southern Africa,1975.0,1970s,orgc
18.36222,-32.58917,1.0,Mid,50.0,South Africa,Southern Africa,1974.0,1970s,orgc
30.84778,-25.64472,4.0,Deep,80.0,South Africa,Southern Africa,1973.0,1970s,orgc
30.3,-24.6,2.0,Mid,30.5,South Africa,Southern Africa,1977.0,1970s,orgc
26.473611,-24.580556,1.0,Deep,85.0,Botswana,Southern Africa,1985.0,1980s,orgc
30.30556,-29.925,1.0,Deep,87.5,South Africa,Southern Africa,1975.0,1970s,orgc
27.46305,-31.81333,5.7,Surface,15.0,South Africa,Southern Africa,2000.0,2000s,orgc
28.52833,-30.22222,12.6,Surface,20.0,South Africa,Southern Africa,1999.0,1990s,orgc
24.23722,-34.01028,6.0,Mid,32.5,South Africa,Southern Africa,1972.0,1970s,orgc
25.47333,-28.18333,2.0,Deep,55.0,South Africa,Southern Africa,1973.0,1970s,orgc
29.645,-23.365,3.6,Mid,49.5,South Africa,Southern Africa,1986.0,1980s,orgc
28.536389,-22.041111,3.0,Mid,29.0,Botswana,Southern Africa,1989.0,1980s,orgc
30.12111,-25.57222,16.7,Surface,12.5,South Africa,Southern Africa,1972.0,1970s,orgc
30.00333,-22.65333,4.5,Surface,10.0,South Africa,Southern Africa,1985.0,1980s,orgc
31.2666,-26.6166,19.6,Surface,15.0,Swaziland,Southern Africa,1996.0,1990s,orgc
27.31833,-25.50167,6.0,Mid,44.0,South Africa,Southern Africa,1980.0,1980s,orgc
30.15,-29.16583,2.0,Mid,40.0,South Africa,Southern Africa,1983.0,1980s,orgc
26.49,-26.01333,4.0,Surface,10.0,South Africa,Southern Africa,1977.0,1970s,orgc
26.68028,-32.58139,3.8,Deep,80.0,South Africa,Southern Africa,1999.0,1990s,orgc
28.60194,-25.47917,6.0,Surface,15.5,South Africa,Southern Africa,1976.0,1970s,orgc
29.30556,-26.20833,2.0,Deep,67.5,South Africa,Southern Africa,1973.0,1970s,orgc
27.45667,-24.44333,5.0,Surface,15.0,South Africa,Southern Africa,1985.0,1980s,orgc
25.423611,-24.418889,3.0,Deep,60.0,Botswana,Southern Africa,1988.0,1980s,orgc
30.4833,-29.5833,13.1,Mid,30.0,South Africa,Southern Africa,1975.0,1970s,orgc
32.533333,-25.079167,6.3,Surface,5.0,Mozambique,Eastern Africa,1983.0,1980s,orgc
28.29333,-24.1,3.0,Surface,15.0,South Africa,Southern Africa,1983.0,1980s,orgc
31.1861,-29.4194,2.6,Deep,80.0,South Africa,Southern Africa,1975.0,1970s,orgc
30.4564170837402,-29.4782848358154,11.1,Deep,70.0,South Africa,Southern Africa,1975.0,1970s,orgc
26.81333,-24.80333,4.0,Mid,49.0,South Africa,Southern Africa,1984.0,1980s,orgc
21.908611,-34.055,14.0,Mid,27.5,South Africa,Southern Africa,1979.0,1970s,orgc
31.38667,-27.82167,5.0,Deep,60.0,South Africa,Southern Africa,1981.0,1980s,orgc
26.825,-22.443889,1.0,Deep,190.0,Botswana,Southern Africa,1979.0,1970s,orgc
18.0475,-28.1583,2.0,Surface,4.5,Namibia,Southern Africa,2000.0,2000s,orgc
25.7875,-25.008333,3.3,Deep,93.5,Botswana,Southern Africa,1987.0,1980s,orgc
30.29333,-28.14333,3.0,Deep,75.0,South Africa,Southern Africa,1981.0,1980s,orgc
30.15694,-23.02389,18.0,Mid,31.0,South Africa,Southern Africa,1984.0,1980s,orgc
31.00667,-27.25833,4.0,Deep,60.0,South Africa,Southern Africa,1977.0,1970s,orgc
17.71333,-28.91333,1.0,Deep,65.0,South Africa,Southern Africa,1977.0,1970s,orgc
25.59917,-32.65917,5.0,Mid,45.0,South Africa,Southern Africa,1980.0,1980s,orgc
27.233333,-29.8,3.5,Deep,122.5,Lesotho,Southern Africa,1982.0,1980s,orgc
30.5167,-29.5833,5.2,Deep,90.0,South Africa,Southern Africa,1975.0,1970s,orgc
31.08333,-28.44833,5.0,Deep,75.0,South Africa,Southern Africa,1982.0,1980s,orgc
16.59667,-28.64,2.0,Surface,2.5,South Africa,Southern Africa,1977.0,1970s,orgc
23.05806,-34.01,3.0,Mid,36.5,South Africa,Southern Africa,1976.0,1970s,orgc
27.29667,-28.12333,7.0,Mid,22.0,South Africa,Southern Africa,1976.0,1970s,orgc
26.893611,-23.080556,3.2,Mid,31.5,Botswana,Southern Africa,1986.0,1980s,orgc
27.27,-24.52,8.0,Surface,14.0,South Africa,Southern Africa,1984.0,1980s,orgc
32.275,-26.71389,17.0,Surface,10.0,Mozambique,Eastern Africa,1963.0,1960s,orgc
25.695833,-24.951389,1.0,Deep,115.0,Botswana,Southern Africa,1985.0,1980s,orgc
18.36222,-32.58917,1.0,Mid,50.0,South Africa,Southern Africa,1974.0,1970s,orgc
29.97833,-27.925,4.0,Deep,95.0,South Africa,Southern Africa,1976.0,1970s,orgc
32.533333,-25.079167,5.6,Surface,15.5,Mozambique,Eastern Africa,1983.0,1980s,orgc
28.40333,-31.67139,0.7,Deep,95.0,South Africa,Southern Africa,2000.0,2000s,orgc
28.29028,-25.27806,1.0,Deep,90.0,South Africa,Southern Africa,1976.0,1970s,orgc
30.566667,-29.416667,2.5,Deep,85.0,South Africa,Southern Africa,1975.0,1970s,orgc
29.25833,-30.17278,18.7,Surface,14.0,South Africa,Southern Africa,1989.0,1980s,orgc
28.29028,-25.27806,4.0,Surface,14.0,South Africa,Southern Africa,1976.0,1970s,orgc
23.73667,-27.60667,2.0,Mid,42.5,South Africa,Southern Africa,1973.0,1970s,orgc
25.701389,-24.159722,2.0,Surface,15.0,Botswana,Southern Africa,1985.0,1980s,orgc
29.21472,-30.82028,6.1,Deep,62.5,South Africa,Southern Africa,1998.0,1990s,orgc
17.38861,-29.73278,1.0,Deep,65.0,South Africa,Southern Africa,1977.0,1970s,orgc
32.814,-24.264,3.5,Mid,42.5,Mozambique,Eastern Africa,1986.0,1980s,orgc
24.666667,-22.75,3.0,Surface,7.5,Botswana,Southern Africa,1989.0,1980s,orgc
27.29667,-24.36667,3.0,Deep,100.0,South Africa,Southern Africa,1985.0,1980s,orgc
19.87556,-33.82111,1.0,Deep,77.5,South Africa,Southern Africa,1972.0,1970s,orgc
18.68556,-33.455,3.0,Deep,52.5,South Africa,Southern Africa,1977.0,1970s,orgc
24.941111,-24.095833,3.0,Surface,7.5,Botswana,Southern Africa,1988.0,1980s,orgc
30.1,-23.71667,4.0,Deep,97.5,South Africa,Southern Africa,1974.0,1970s,orgc
17.20667,-28.97333,3.0,Mid,22.5,South Africa,Southern Africa,1977.0,1970s,orgc
26.5575,-23.124722,9.0,Deep,145.0,Botswana,Southern Africa,1988.0,1980s,orgc
19.35667,-30.67667,2.0,Surface,5.5,South Africa,Southern Africa,1980.0,1980s,orgc
27.04972,-31.77083,5.3,Surface,10.0,South Africa,Southern Africa,2000.0,2000s,orgc
20.08222,-32.22167,1.0,Deep,102.0,South Africa,Southern Africa,1982.0,1980s,orgc
27.401389,-23.279167,3.0,Mid,42.5,Botswana,Southern Africa,1982.0,1980s,orgc
25.93667,-25.05,6.0,Deep,65.0,South Africa,Southern Africa,1978.0,1970s,orgc
27.24667,-27.2,10.0,Mid,38.0,South Africa,Southern Africa,1974.0,1970s,orgc
27.19167,-25.95555,9.0,Mid,22.5,South Africa,Southern Africa,1977.0,1970s,orgc
23.056389,-34.008611,8.0,Deep,92.5,South Africa,Southern Africa,1976.0,1970s,orgc
24.39028,-33.18195,2.0,Surface,5.0,South Africa,Southern Africa,1983.0,1980s,orgc
27.3125,-31.89583,10.5,Surface,15.0,South Africa,Southern Africa,2000.0,2000s,orgc
25.944444,-24.561111,2.7,Surface,12.5,Botswana,Southern Africa,1986.0,1980s,orgc
32.2722,-25.2583,7.0,Mid,31.5,Mozambique,Eastern Africa,1990.0,1990s,orgc
26.745278,-23.168333,2.0,Deep,140.0,Botswana,Southern Africa,1980.0,1980s,orgc
27.22389,-30.03222,3.0,Deep,87.5,South Africa,Southern Africa,1973.0,1970s,orgc
30.916667,-29.05,21.7,Mid,22.5,South Africa,Southern Africa,1975.0,1970s,orgc
32.708333,-26.491667,7.5,Surface,15.0,Mozambique,Eastern Africa,1962.0,1960s,orgc
29.72333,-27.53,6.0,Mid,49.0,South Africa,Southern Africa,1973.0,1970s,orgc
25.19444,-30.3375,4.0,Surface,5.0,South Africa,Southern Africa,1982.0,1980s,orgc
31.8775,-25.80167,13.4,Surface,12.5,South Africa,Southern Africa,1973.0,1970s,orgc
20.70139,-29.52222,2.0,Surface,15.0,South Africa,Southern Africa,1973.0,1970s,orgc
28.40333,-31.67139,5.7,Surface,15.0,South Africa,Southern Africa,2000.0,2000s,orgc
30.216667,-27.95,3.0,Deep,56.0,South Africa,Southern Africa,1969.0,1960s,orgc
26.186,-24.633,1.0,Deep,105.0,Botswana,Southern Africa,1985.0,1980s,orgc
25.170833,-24.437222,1.5,Mid,47.5,Botswana,Southern Africa,1988.0,1980s,orgc
30.273333,-29.518333,15.3,Mid,25.0,South Africa,Southern Africa,1975.0,1970s,orgc
26.563333,-23.122222,6.5,Deep,52.5,Botswana,Southern Africa,1988.0,1980s,orgc
31.60667,-27.31667,6.0,Mid,50.0,South Africa,Southern Africa,1977.0,1970s,orgc
24.2,-30.4,3.0,Surface,10.0,South Africa,Southern Africa,1982.0,1980s,orgc
26.35,-26.38333,6.0,Mid,38.0,South Africa,Southern Africa,1974.0,1970s,orgc
